"MajorGroup","MinorGroup","BroadGroup","DetailedOccupation","LEV1","LEV2","LEV3","LEV4"
"SOC-49-0000","SOC-49-3000","SOC-49-3040","SOC-49-3043","Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics","Rail Car Repairers"
"SOC-49-0000","SOC-49-3000","SOC-49-3040","SOC-49-3041","Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics","Farm Equipment Mechanics and Service Technicians"
"SOC-49-0000","SOC-49-3000","SOC-49-3040","SOC-49-3042","Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics","Mobile Heavy Equipment Mechanics, Except Engines"
"SOC-49-0000","SOC-49-3000","SOC-49-3050","SOC-49-3053","Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Small Engine Mechanics","Outdoor Power Equipment and Other Small Engine Mechanics"
"SOC-49-0000","SOC-49-3000","SOC-49-3050","SOC-49-3051","Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Small Engine Mechanics","Motorboat Mechanics and Service Technicians"
"SOC-49-0000","SOC-49-3000","SOC-49-3050","SOC-49-3052","Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Small Engine Mechanics","Motorcycle Mechanics"
"SOC-49-0000","SOC-49-3000","SOC-49-3090","SOC-49-3091","Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Bicycle Repairers"
"SOC-49-0000","SOC-49-3000","SOC-49-3090","SOC-49-3092","Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Recreational Vehicle Service Technicians"
"SOC-49-0000","SOC-49-3000","SOC-49-3090","SOC-49-3093","Installation, Maintenance, and Repair Occupations","Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers","Tire Repairers and Changers"
"SOC-49-0000","SOC-49-9000","SOC-49-9010","SOC-49-9011","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Control and Valve Installers and Repairers","Mechanical Door Repairers"
"SOC-49-0000","SOC-49-9000","SOC-49-9010","SOC-49-9012","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Control and Valve Installers and Repairers","Control and Valve Installers and Repairers, Except Mechanical Door"
"SOC-49-0000","SOC-49-9000","SOC-49-9020","SOC-49-9021","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
"SOC-49-0000","SOC-49-9000","SOC-49-9030","SOC-49-9031","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Home Appliance Repairers","Home Appliance Repairers"
"SOC-49-0000","SOC-49-9000","SOC-49-9040","SOC-49-9044","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Industrial Machinery Installation, Repair, and Maintenance Workers","Millwrights"
"SOC-49-0000","SOC-49-9000","SOC-49-9040","SOC-49-9045","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Industrial Machinery Installation, Repair, and Maintenance Workers","Refractory Materials Repairers, Except Brickmasons"
"SOC-49-0000","SOC-49-9000","SOC-49-9040","SOC-49-9043","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Industrial Machinery Installation, Repair, and Maintenance Workers","Maintenance Workers, Machinery"
"SOC-49-0000","SOC-49-9000","SOC-49-9040","SOC-49-9041","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Industrial Machinery Installation, Repair, and Maintenance Workers","Industrial Machinery Mechanics"
"SOC-49-0000","SOC-49-9000","SOC-49-9050","SOC-49-9051","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Line Installers and Repairers","Electrical Power-Line Installers and Repairers"
"SOC-49-0000","SOC-49-9000","SOC-49-9050","SOC-49-9052","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Line Installers and Repairers","Telecommunications Line Installers and Repairers"
"SOC-49-0000","SOC-49-9000","SOC-49-9060","SOC-49-9064","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Precision Instrument and Equipment Repairers","Watch and Clock Repairers"
"SOC-49-0000","SOC-49-9000","SOC-49-9060","SOC-49-9063","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Precision Instrument and Equipment Repairers","Musical Instrument Repairers and Tuners"
"SOC-49-0000","SOC-49-9000","SOC-49-9060","SOC-49-9062","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Precision Instrument and Equipment Repairers","Medical Equipment Repairers"
"SOC-49-0000","SOC-49-9000","SOC-49-9060","SOC-49-9061","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Precision Instrument and Equipment Repairers","Camera and Photographic Equipment Repairers"
"SOC-49-0000","SOC-49-9000","SOC-49-9060","SOC-49-9069","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Precision Instrument and Equipment Repairers","Precision Instrument and Equipment Repairers, All Other"
"SOC-49-0000","SOC-49-9000","SOC-49-9070","SOC-49-9071","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Maintenance and Repair Workers, General","Maintenance and Repair Workers, General"
"SOC-49-0000","SOC-49-9000","SOC-49-9080","SOC-49-9081","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Wind Turbine Service Technicians","Wind Turbine Service Technicians"
"SOC-49-0000","SOC-49-9000","SOC-49-9090","SOC-49-9094","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Locksmiths and Safe Repairers"
"SOC-49-0000","SOC-49-9000","SOC-49-9090","SOC-49-9099","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair Workers, All Other"
"SOC-49-0000","SOC-49-9000","SOC-49-9090","SOC-49-9097","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Signal and Track Switch Repairers"
"SOC-49-0000","SOC-49-9000","SOC-49-9090","SOC-49-9092","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Commercial Divers"
"SOC-49-0000","SOC-49-9000","SOC-49-9090","SOC-49-9095","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Manufactured Building and Mobile Home Installers"
"SOC-49-0000","SOC-49-9000","SOC-49-9090","SOC-49-9098","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Helpers--Installation, Maintenance, and Repair Workers"
"SOC-49-0000","SOC-49-9000","SOC-49-9090","SOC-49-9096","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Riggers"
"SOC-49-0000","SOC-49-9000","SOC-49-9090","SOC-49-9091","Installation, Maintenance, and Repair Occupations","Other Installation, Maintenance, and Repair Occupations","Miscellaneous Installation, Maintenance, and Repair Workers","Coin, Vending, and Amusement Machine Servicers and Repairers"
"SOC-51-0000","SOC-51-1000","SOC-51-1010","SOC-51-1011","Production Occupations","Supervisors of Production Workers","First-Line Supervisors of Production and Operating Workers","First-Line Supervisors of Production and Operating Workers"
"SOC-51-0000","SOC-51-2000","SOC-51-2010","SOC-51-2011","Production Occupations","Assemblers and Fabricators","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
"SOC-51-0000","SOC-51-2000","SOC-51-2020","SOC-51-2023","Production Occupations","Assemblers and Fabricators","Electrical, Electronics, and Electromechanical Assemblers","Electromechanical Equipment Assemblers"
"SOC-51-0000","SOC-51-2000","SOC-51-2020","SOC-51-2022","Production Occupations","Assemblers and Fabricators","Electrical, Electronics, and Electromechanical Assemblers","Electrical and Electronic Equipment Assemblers"
"SOC-51-0000","SOC-51-2000","SOC-51-2020","SOC-51-2021","Production Occupations","Assemblers and Fabricators","Electrical, Electronics, and Electromechanical Assemblers","Coil Winders, Tapers, and Finishers"
"SOC-51-0000","SOC-51-2000","SOC-51-2030","SOC-51-2031","Production Occupations","Assemblers and Fabricators","Engine and Other Machine Assemblers","Engine and Other Machine Assemblers"
"SOC-51-0000","SOC-51-2000","SOC-51-2040","SOC-51-2041","Production Occupations","Assemblers and Fabricators","Structural Metal Fabricators and Fitters","Structural Metal Fabricators and Fitters"
"SOC-51-0000","SOC-51-2000","SOC-51-2050","SOC-51-2051","Production Occupations","Assemblers and Fabricators","Fiberglass Laminators and Fabricators","Fiberglass Laminators and Fabricators"
"SOC-51-0000","SOC-51-2000","SOC-51-2060","SOC-51-2061","Production Occupations","Assemblers and Fabricators","Timing Device Assemblers and Adjusters","Timing Device Assemblers and Adjusters"
"SOC-51-0000","SOC-51-2000","SOC-51-2090","SOC-51-2092","Production Occupations","Assemblers and Fabricators","Miscellaneous Assemblers and Fabricators","Team Assemblers"
"SOC-51-0000","SOC-51-2000","SOC-51-2090","SOC-51-2099","Production Occupations","Assemblers and Fabricators","Miscellaneous Assemblers and Fabricators","Assemblers and Fabricators, All Other"
"SOC-51-0000","SOC-51-3000","SOC-51-3010","SOC-51-3011","Production Occupations","Food Processing Workers","Bakers","Bakers"
"SOC-51-0000","SOC-51-3000","SOC-51-3020","SOC-51-3021","Production Occupations","Food Processing Workers","Butchers and Other Meat, Poultry, and Fish Processing Workers","Butchers and Meat Cutters"
"SOC-51-0000","SOC-51-3000","SOC-51-3020","SOC-51-3023","Production Occupations","Food Processing Workers","Butchers and Other Meat, Poultry, and Fish Processing Workers","Slaughterers and Meat Packers"
"SOC-51-0000","SOC-51-3000","SOC-51-3020","SOC-51-3022","Production Occupations","Food Processing Workers","Butchers and Other Meat, Poultry, and Fish Processing Workers","Meat, Poultry, and Fish Cutters and Trimmers"
"SOC-51-0000","SOC-51-3000","SOC-51-3090","SOC-51-3091","Production Occupations","Food Processing Workers","Miscellaneous Food Processing Workers","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
"SOC-51-0000","SOC-51-3000","SOC-51-3090","SOC-51-3093","Production Occupations","Food Processing Workers","Miscellaneous Food Processing Workers","Food Cooking Machine Operators and Tenders"
"SOC-51-0000","SOC-51-3000","SOC-51-3090","SOC-51-3092","Production Occupations","Food Processing Workers","Miscellaneous Food Processing Workers","Food Batchmakers"
"SOC-51-0000","SOC-51-3000","SOC-51-3090","SOC-51-3099","Production Occupations","Food Processing Workers","Miscellaneous Food Processing Workers","Food Processing Workers, All Other"
"SOC-51-0000","SOC-51-4000","SOC-51-4020","SOC-51-4021","Production Occupations","Metal Workers and Plastic Workers","Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4020","SOC-51-4023","Production Occupations","Metal Workers and Plastic Workers","Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4020","SOC-51-4022","Production Occupations","Metal Workers and Plastic Workers","Forming Machine Setters, Operators, and Tenders, Metal and Plastic","Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4030","SOC-51-4033","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4030","SOC-51-4032","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4030","SOC-51-4031","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4030","SOC-51-4035","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4030","SOC-51-4034","Production Occupations","Metal Workers and Plastic Workers","Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4040","SOC-51-4041","Production Occupations","Metal Workers and Plastic Workers","Machinists","Machinists"
"SOC-51-0000","SOC-51-4000","SOC-51-4050","SOC-51-4052","Production Occupations","Metal Workers and Plastic Workers","Metal Furnace Operators, Tenders, Pourers, and Casters","Pourers and Casters, Metal"
"SOC-51-0000","SOC-51-4000","SOC-51-4050","SOC-51-4051","Production Occupations","Metal Workers and Plastic Workers","Metal Furnace Operators, Tenders, Pourers, and Casters","Metal-Refining Furnace Operators and Tenders"
"SOC-51-0000","SOC-51-4000","SOC-51-4060","SOC-51-4061","Production Occupations","Metal Workers and Plastic Workers","Model Makers and Patternmakers, Metal and Plastic","Model Makers, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4060","SOC-51-4062","Production Occupations","Metal Workers and Plastic Workers","Model Makers and Patternmakers, Metal and Plastic","Patternmakers, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4070","SOC-51-4072","Production Occupations","Metal Workers and Plastic Workers","Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4070","SOC-51-4071","Production Occupations","Metal Workers and Plastic Workers","Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic","Foundry Mold and Coremakers"
"SOC-51-0000","SOC-51-4000","SOC-51-4080","SOC-51-4081","Production Occupations","Metal Workers and Plastic Workers","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4110","SOC-51-4111","Production Occupations","Metal Workers and Plastic Workers","Tool and Die Makers","Tool and Die Makers"
"SOC-51-0000","SOC-51-4000","SOC-51-4120","SOC-51-4122","Production Occupations","Metal Workers and Plastic Workers","Welding, Soldering, and Brazing Workers","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
"SOC-51-0000","SOC-51-4000","SOC-51-4120","SOC-51-4121","Production Occupations","Metal Workers and Plastic Workers","Welding, Soldering, and Brazing Workers","Welders, Cutters, Solderers, and Brazers"
"SOC-51-0000","SOC-51-4000","SOC-51-4190","SOC-51-4199","Production Occupations","Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers","Metal Workers and Plastic Workers, All Other"
"SOC-51-0000","SOC-51-4000","SOC-51-4190","SOC-51-4194","Production Occupations","Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers","Tool Grinders, Filers, and Sharpeners"
"SOC-51-0000","SOC-51-4000","SOC-51-4190","SOC-51-4191","Production Occupations","Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4190","SOC-51-4192","Production Occupations","Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers","Layout Workers, Metal and Plastic"
"SOC-51-0000","SOC-51-4000","SOC-51-4190","SOC-51-4193","Production Occupations","Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers","Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
"SOC-51-0000","SOC-51-5100","SOC-51-5110","SOC-51-5113","Production Occupations","Printing Workers","Printing Workers","Print Binding and Finishing Workers"
"SOC-51-0000","SOC-51-5100","SOC-51-5110","SOC-51-5112","Production Occupations","Printing Workers","Printing Workers","Printing Press Operators"
"SOC-51-0000","SOC-51-5100","SOC-51-5110","SOC-51-5111","Production Occupations","Printing Workers","Printing Workers","Prepress Technicians and Workers"
"SOC-51-0000","SOC-51-6000","SOC-51-6010","SOC-51-6011","Production Occupations","Textile, Apparel, and Furnishings Workers","Laundry and Dry-Cleaning Workers","Laundry and Dry-Cleaning Workers"
"SOC-51-0000","SOC-51-6000","SOC-51-6020","SOC-51-6021","Production Occupations","Textile, Apparel, and Furnishings Workers","Pressers, Textile, Garment, and Related Materials","Pressers, Textile, Garment, and Related Materials"
"SOC-51-0000","SOC-51-6000","SOC-51-6030","SOC-51-6031","Production Occupations","Textile, Apparel, and Furnishings Workers","Sewing Machine Operators","Sewing Machine Operators"
"SOC-51-0000","SOC-51-6000","SOC-51-6040","SOC-51-6042","Production Occupations","Textile, Apparel, and Furnishings Workers","Shoe and Leather Workers","Shoe Machine Operators and Tenders"
"SOC-51-0000","SOC-51-6000","SOC-51-6040","SOC-51-6041","Production Occupations","Textile, Apparel, and Furnishings Workers","Shoe and Leather Workers","Shoe and Leather Workers and Repairers"
"SOC-51-0000","SOC-51-6000","SOC-51-6050","SOC-51-6051","Production Occupations","Textile, Apparel, and Furnishings Workers","Tailors, Dressmakers, and Sewers","Sewers, Hand"
"SOC-51-0000","SOC-51-6000","SOC-51-6050","SOC-51-6052","Production Occupations","Textile, Apparel, and Furnishings Workers","Tailors, Dressmakers, and Sewers","Tailors, Dressmakers, and Custom Sewers"
"SOC-51-0000","SOC-51-6000","SOC-51-6060","SOC-51-6061","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Bleaching and Dyeing Machine Operators and Tenders"
"SOC-51-0000","SOC-51-6000","SOC-51-6060","SOC-51-6063","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
"SOC-51-0000","SOC-51-6000","SOC-51-6060","SOC-51-6062","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Cutting Machine Setters, Operators, and Tenders"
"SOC-51-0000","SOC-51-6000","SOC-51-6060","SOC-51-6064","Production Occupations","Textile, Apparel, and Furnishings Workers","Textile Machine Setters, Operators, and Tenders","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
"SOC-51-0000","SOC-51-6000","SOC-51-6090","SOC-51-6099","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Textile, Apparel, and Furnishings Workers, All Other"
"SOC-51-0000","SOC-51-6000","SOC-51-6090","SOC-51-6091","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
"SOC-51-0000","SOC-51-6000","SOC-51-6090","SOC-51-6092","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Fabric and Apparel Patternmakers"
"SOC-51-0000","SOC-51-6000","SOC-51-6090","SOC-51-6093","Production Occupations","Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","Upholsterers"
"SOC-51-0000","SOC-51-7000","SOC-51-7010","SOC-51-7011","Production Occupations","Woodworkers","Cabinetmakers and Bench Carpenters","Cabinetmakers and Bench Carpenters"
"SOC-51-0000","SOC-51-7000","SOC-51-7020","SOC-51-7021","Production Occupations","Woodworkers","Furniture Finishers","Furniture Finishers"
"SOC-51-0000","SOC-51-7000","SOC-51-7030","SOC-51-7031","Production Occupations","Woodworkers","Model Makers and Patternmakers, Wood","Model Makers, Wood"
"SOC-51-0000","SOC-51-7000","SOC-51-7030","SOC-51-7032","Production Occupations","Woodworkers","Model Makers and Patternmakers, Wood","Patternmakers, Wood"
"SOC-51-0000","SOC-51-7000","SOC-51-7040","SOC-51-7041","Production Occupations","Woodworkers","Woodworking Machine Setters, Operators, and Tenders","Sawing Machine Setters, Operators, and Tenders, Wood"
"SOC-51-0000","SOC-51-7000","SOC-51-7040","SOC-51-7042","Production Occupations","Woodworkers","Woodworking Machine Setters, Operators, and Tenders","Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
"SOC-51-0000","SOC-51-7000","SOC-51-7090","SOC-51-7099","Production Occupations","Woodworkers","Miscellaneous Woodworkers","Woodworkers, All Other"
"SOC-51-0000","SOC-51-8000","SOC-51-8010","SOC-51-8011","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers","Nuclear Power Reactor Operators"
"SOC-51-0000","SOC-51-8000","SOC-51-8010","SOC-51-8013","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers","Power Plant Operators"
"SOC-51-0000","SOC-51-8000","SOC-51-8010","SOC-51-8012","Production Occupations","Plant and System Operators","Power Plant Operators, Distributors, and Dispatchers","Power Distributors and Dispatchers"
"SOC-51-0000","SOC-51-8000","SOC-51-8020","SOC-51-8021","Production Occupations","Plant and System Operators","Stationary Engineers and Boiler Operators","Stationary Engineers and Boiler Operators"
"SOC-51-0000","SOC-51-8000","SOC-51-8030","SOC-51-8031","Production Occupations","Plant and System Operators","Water and Wastewater Treatment Plant and System Operators","Water and Wastewater Treatment Plant and System Operators"
"SOC-51-0000","SOC-51-8000","SOC-51-8090","SOC-51-8091","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Chemical Plant and System Operators"
"SOC-51-0000","SOC-51-8000","SOC-51-8090","SOC-51-8099","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Plant and System Operators, All Other"
"SOC-51-0000","SOC-51-8000","SOC-51-8090","SOC-51-8092","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Gas Plant Operators"
"SOC-51-0000","SOC-51-8000","SOC-51-8090","SOC-51-8093","Production Occupations","Plant and System Operators","Miscellaneous Plant and System Operators","Petroleum Pump System Operators, Refinery Operators, and Gaugers"
"SOC-51-0000","SOC-51-9000","SOC-51-9010","SOC-51-9012","Production Occupations","Other Production Occupations","Chemical Processing Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
"SOC-51-0000","SOC-51-9000","SOC-51-9010","SOC-51-9011","Production Occupations","Other Production Occupations","Chemical Processing Machine Setters, Operators, and Tenders","Chemical Equipment Operators and Tenders"
"SOC-51-0000","SOC-51-9000","SOC-51-9020","SOC-51-9023","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Mixing and Blending Machine Setters, Operators, and Tenders"
"SOC-51-0000","SOC-51-9000","SOC-51-9020","SOC-51-9022","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Grinding and Polishing Workers, Hand"
"SOC-51-0000","SOC-51-9000","SOC-51-9020","SOC-51-9021","Production Occupations","Other Production Occupations","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
"SOC-51-0000","SOC-51-9000","SOC-51-9030","SOC-51-9032","Production Occupations","Other Production Occupations","Cutting Workers","Cutting and Slicing Machine Setters, Operators, and Tenders"
"SOC-51-0000","SOC-51-9000","SOC-51-9030","SOC-51-9031","Production Occupations","Other Production Occupations","Cutting Workers","Cutters and Trimmers, Hand"
"SOC-51-0000","SOC-51-9000","SOC-51-9040","SOC-51-9041","Production Occupations","Other Production Occupations","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
"SOC-51-0000","SOC-51-9000","SOC-51-9050","SOC-51-9051","Production Occupations","Other Production Occupations","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
"SOC-51-0000","SOC-51-9000","SOC-51-9060","SOC-51-9061","Production Occupations","Other Production Occupations","Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers"
"SOC-51-0000","SOC-51-9000","SOC-51-9070","SOC-51-9071","Production Occupations","Other Production Occupations","Jewelers and Precious Stone and Metal Workers","Jewelers and Precious Stone and Metal Workers"
"SOC-51-0000","SOC-51-9000","SOC-51-9080","SOC-51-9083","Production Occupations","Other Production Occupations","Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians","Ophthalmic Laboratory Technicians"
"SOC-51-0000","SOC-51-9000","SOC-51-9080","SOC-51-9082","Production Occupations","Other Production Occupations","Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians","Medical Appliance Technicians"
"SOC-51-0000","SOC-51-9000","SOC-51-9080","SOC-51-9081","Production Occupations","Other Production Occupations","Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians","Dental Laboratory Technicians"
"SOC-51-0000","SOC-51-9000","SOC-51-9110","SOC-51-9111","Production Occupations","Other Production Occupations","Packaging and Filling Machine Operators and Tenders","Packaging and Filling Machine Operators and Tenders"
"SOC-51-0000","SOC-51-9000","SOC-51-9120","SOC-51-9123","Production Occupations","Other Production Occupations","Painting Workers","Painting, Coating, and Decorating Workers"
"SOC-51-0000","SOC-51-9000","SOC-51-9120","SOC-51-9124","Production Occupations","Other Production Occupations","Painting Workers","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
"SOC-51-0000","SOC-51-9000","SOC-51-9140","SOC-51-9141","Production Occupations","Other Production Occupations","Semiconductor Processing Technicians","Semiconductor Processing Technicians"
"SOC-51-0000","SOC-51-9000","SOC-51-9150","SOC-51-9151","Production Occupations","Other Production Occupations","Photographic Process Workers and Processing Machine Operators","Photographic Process Workers and Processing Machine Operators"
"SOC-51-0000","SOC-51-9000","SOC-51-9160","SOC-51-9162","Production Occupations","Other Production Occupations","Computer Numerically Controlled Tool Operators and Programmers","Computer Numerically Controlled Tool Programmers"
"SOC-51-0000","SOC-51-9000","SOC-51-9160","SOC-51-9161","Production Occupations","Other Production Occupations","Computer Numerically Controlled Tool Operators and Programmers","Computer Numerically Controlled Tool Operators"
"SOC-51-0000","SOC-51-9000","SOC-51-9190","SOC-51-9194","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Etchers and Engravers"
"SOC-51-0000","SOC-51-9000","SOC-51-9190","SOC-51-9193","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Cooling and Freezing Equipment Operators and Tenders"
"SOC-51-0000","SOC-51-9000","SOC-51-9190","SOC-51-9198","Production Occupations","Other Production Occupations","Miscellaneous Production Workers","Helpers--Production Workers"
